gr_liv_area,garage_area,garage_cars,total_bsmt_sf,1st_flr_sf,year_remod/add,garage_yr_blt,land_slope,neighborhood,roof_matl,exter_qual,bsmtfin_type_2,saleprice,id,lot_area,house_style,overall_qual,year_built,central_air,full_bath,half_bath,bedroom_abvgr,kitchen_qual,yr_sold,saleprice
1513,400.0,2.0,0.0,1513,1979,1979.0,Gtl,SawyerW,CompShg,TA,NONE,113722,815,7007,1Story,5,1979,Y,2,0,4,TA,2009,113722
1498,844.0,3.0,1498.0,1498,2006,2005.0,Gtl,CollgCr,CompShg,Gd,Unf,237000,831,11645,1Story,8,2005,Y,2,0,3,Gd,2009,237000
1053,692.0,2.0,1053.0,1053,1963,1994.0,Gtl,NAmes,CompShg,TA,Unf,142100,1919,8250,1Story,5,1963,Y,1,0,3,Gd,2007,142100
1293,452.0,2.0,1178.0,1293,1954,1954.0,Gtl,NAmes,CompShg,TA,Rec,149900,2306,11027,1Story,6,1954,Y,2,0,2,TA,2006,149900
2020,896.0,3.0,2020.0,2020,2008,2008.0,Gtl,NridgHt,CompShg,Ex,Unf,404000,430,12350,1Story,9,2008,Y,2,0,3,Ex,2009,404000
2448,441.0,2.0,1438.0,1900,1998,1962.0,Gtl,NAmes,CompShg,TA,Unf,277500,2618,18275,2Story,7,1962,Y,3,0,3,TA,2006,277500
1732,476.0,2.0,741.0,977,1985,1985.0,Gtl,SawyerW,CompShg,Gd,Unf,178000,245,9206,2Story,6,1985,Y,2,1,3,Gd,2010,178000
1324,550.0,2.0,1324.0,1324,2006,2006.0,Gtl,NridgHt,CompShg,Gd,Unf,254000,462,6240,1Story,8,2006,Y,2,0,2,Gd,2009,254000
832,780.0,2.0,678.0,832,1970,1928.0,Gtl,OldTown,CompShg,TA,Unf,12789,182,9656,1Story,2,1923,N,1,0,2,TA,2010,12789
1253,402.0,2.0,1237.0,1253,1996,1995.0,Gtl,Gilbert,CompShg,TA,Unf,176000,1625,7875,1Story,7,1995,Y,2,0,3,TA,2007,176000
2596,840.0,3.0,1249.0,1249,2006,2006.0,Gtl,NridgHt,CompShg,TA,Unf,342643,2381,16259,2Story,9,2006,Y,3,1,4,Gd,2006,342643
902,288.0,1.0,876.0,902,1967,1967.0,Gtl,Sawyer,CompShg,TA,Unf,125500,1827,6173,1Story,5,1967,Y,1,0,3,TA,2007,125500
1495,438.0,2.0,1495.0,1495,1989,1989.0,Gtl,Timber,CompShg,TA,Unf,150000,1580,12890,1Story,6,1989,Y,2,0,3,TA,2008,150000
1584,594.0,2.0,1574.0,1584,2007,2007.0,Gtl,Somerst,CompShg,Ex,Unf,261329,1803,10440,1Story,8,2007,Y,2,0,2,Ex,2007,261329
1080,0.0,0.0,1080.0,1080,2005,1978.7077955601446,Gtl,SawyerW,CompShg,TA,Unf,141000,1132,7500,1Story,7,2004,Y,1,0,3,Gd,2008,141000
1647,280.0,1.0,1105.0,1647,1953,1953.0,Gtl,NAmes,CompShg,TA,Rec,153000,1941,9532,1Story,4,1953,Y,1,0,3,TA,2007,153000
1258,648.0,3.0,1258.0,1258,2007,2007.0,Gtl,Blmngtn,CompShg,Gd,Unf,172500,1742,3922,1Story,7,2006,Y,2,0,2,Gd,2007,172500
1396,384.0,1.0,698.0,698,2003,2003.0,Gtl,BrkSide,CompShg,TA,Unf,153575,2026,8730,2Story,6,1915,Y,1,0,3,TA,2007,153575
1001,216.0,1.0,837.0,1001,2007,1930.0,Gtl,IDOTRR,CompShg,Gd,Unf,124900,2245,6060,1Story,5,1930,Y,1,0,2,Gd,2007,124900
2121,732.0,3.0,2121.0,2121,2007,2007.0,Gtl,NridgHt,CompShg,Ex,Unf,415298,1691,14450,1Story,9,2006,Y,2,1,3,Ex,2007,415298
1480,207.0,1.0,972.0,1044,1950,1920.0,Gtl,OldTown,CompShg,Fa,Unf,119000,725,5400,1.5Fin,6,1920,Y,1,0,3,TA,2009,119000
1588,825.0,3.0,1588.0,1588,2006,2006.0,Gtl,Somerst,CompShg,Gd,Unf,227000,1787,10000,1Story,8,2006,Y,2,0,3,Gd,2007,227000
1053,312.0,1.0,1053.0,1053,2006,1959.0,Gtl,NAmes,CompShg,Gd,Unf,145500,1216,10007,1Story,5,1959,Y,1,1,3,Gd,2008,145500
492,200.0,1.0,492.0,492,1950,1921.0,Gtl,OldTown,CompShg,TA,Unf,61500,2654,7830,1Story,3,1921,Y,1,0,1,TA,2006,61500
1851,506.0,2.0,1851.0,1851,1969,1969.0,Gtl,NAmes,CompShg,TA,Unf,192100,2310,11727,1Story,7,1969,Y,2,0,3,TA,2006,192100
1403,308.0,1.0,698.0,754,1965,1915.0,Gtl,IDOTRR,CompShg,TA,ALQ,116000,761,10320,2Story,6,1915,Y,1,1,3,TA,2009,116000
1138,264.0,1.0,588.0,1138,1958,1958.0,Gtl,NAmes,CompShg,TA,Unf,145000,1884,10482,SLvl,6,1958,Y,1,0,3,TA,2007,145000
2452,886.0,3.0,2452.0,2452,2003,2003.0,Gtl,NridgHt,CompShg,Gd,Unf,445000,449,15274,1Story,9,2003,Y,2,0,3,Ex,2009,445000
1040,484.0,2.0,1040.0,1040,2008,1977.0,Gtl,CollgCr,CompShg,TA,Rec,150500,856,8800,1Story,5,1977,Y,2,0,3,Gd,2009,150500
1655,440.0,2.0,763.0,763,1994,1993.0,Gtl,Gilbert,CompShg,TA,Unf,175900,11,10000,2Story,6,1993,Y,2,1,3,TA,2010,175900
1116,528.0,2.0,1116.0,1116,1974,1974.0,Gtl,NWAmes,CompShg,TA,Unf,167900,389,10140,1Story,6,1974,Y,2,0,3,TA,2009,167900
1863,660.0,3.0,879.0,879,2006,2006.0,Gtl,Gilbert,CompShg,Gd,Unf,219210,2415,14054,2Story,7,2006,Y,2,1,4,Gd,2006,219210
1845,462.0,2.0,1055.0,1055,1992,1992.0,Gtl,SawyerW,CompShg,Gd,Unf,189000,77,11218,2Story,6,1992,Y,2,1,3,Gd,2010,189000
1176,292.0,1.0,1176.0,1176,1957,1957.0,Gtl,NAmes,CompShg,TA,LwQ,136500,1238,8856,1Story,5,1957,Y,1,0,3,TA,2008,136500
892,416.0,1.0,864.0,892,2008,1966.0,Gtl,Sawyer,CompShg,TA,Rec,137900,223,7800,1Story,5,1966,Y,1,0,3,Gd,2010,137900
1022,280.0,1.0,1022.0,1022,2006,1956.0,Gtl,OldTown,CompShg,TA,Rec,85000,723,7200,1Story,5,1910,N,1,0,2,TA,2009,85000
2136,528.0,2.0,2136.0,2136,1951,1951.0,Gtl,NAmes,CompShg,TA,Unf,137900,2562,10680,1Story,5,1951,N,2,0,4,TA,2006,137900
1604,472.0,2.0,926.0,926,1998,1998.0,Gtl,Gilbert,CompShg,TA,Unf,195500,995,9535,2Story,6,1998,Y,2,1,3,TA,2008,195500
1647,216.0,1.0,806.0,841,1950,1920.0,Gtl,SWISU,CompShg,TA,Unf,128000,287,6858,2Story,6,1915,N,1,1,4,Fa,2010,128000
864,420.0,1.0,864.0,864,2007,1962.0,Gtl,Sawyer,CompShg,TA,Unf,135000,1152,8100,1Story,5,1961,Y,1,0,3,Gd,2008,135000
1076,576.0,2.0,1076.0,1076,1975,1985.0,Gtl,CollgCr,CompShg,TA,Unf,143195,1449,9216,1Story,5,1975,Y,1,1,3,TA,2008,143195
935,308.0,1.0,742.0,779,1960,1988.0,Gtl,BrkSide,CompShg,TA,Unf,79500,1330,9100,1Story,5,1930,Y,1,0,2,TA,2008,79500
1663,478.0,2.0,835.0,835,2004,2003.0,Gtl,SawyerW,CompShg,Gd,Unf,192500,1134,12774,2Story,7,2003,Y,2,1,3,Gd,2008,192500
1328,308.0,1.0,768.0,768,1970,1950.0,Gtl,OldTown,CompShg,TA,Unf,129500,706,6000,1.5Fin,5,1950,Y,1,1,3,TA,2009,129500
1572,373.0,2.0,806.0,806,1996,1995.0,Gtl,Gilbert,CompShg,TA,Unf,168000,1617,10364,2Story,6,1995,Y,2,1,3,TA,2007,168000
1342,240.0,1.0,739.0,874,1950,1939.0,Gtl,BrkSide,CompShg,TA,Unf,105000,1339,6000,1.5Fin,6,1939,Y,2,0,2,TA,2008,105000
981,576.0,2.0,981.0,981,1971,1979.0,Gtl,NAmes,CompShg,TA,LwQ,143250,1664,10530,1Story,6,1971,Y,1,1,3,TA,2007,143250
1099,352.0,1.0,1099.0,1099,2006,1999.0,Gtl,CollgCr,CompShg,TA,Unf,144000,1433,9525,1Story,5,1995,Y,1,1,3,Gd,2008,144000
2110,463.0,2.0,948.0,1222,2002,1994.0,Gtl,SawyerW,CompShg,Gd,Unf,205000,75,8880,2Story,7,1994,Y,2,1,3,Gd,2010,205000
1026,528.0,2.0,970.0,1026,1974,1974.0,Gtl,Mitchel,CompShg,TA,Unf,143000,2255,8410,SFoyer,6,1974,Y,1,0,2,TA,2007,143000
1419,588.0,2.0,1419.0,1419,2001,2001.0,Gtl,Somerst,CompShg,Gd,Unf,290000,1170,4385,1Story,9,2001,Y,1,1,2,Ex,2008,290000
2364,820.0,3.0,2330.0,2364,2010,2009.0,Gtl,NridgHt,CompShg,Ex,Unf,611657,45,12919,1Story,9,2009,Y,2,1,2,Ex,2010,611657
1040,576.0,2.0,1040.0,1040,1996,2000.0,Mod,CollgCr,CompShg,TA,Unf,152000,836,12464,1Story,5,1996,Y,1,0,3,Gd,2009,152000
1280,506.0,2.0,1280.0,1280,1992,1992.0,Gtl,StoneBr,CompShg,Gd,Unf,191500,8,5005,1Story,8,1992,Y,2,0,2,Gd,2010,191500
2473,852.0,3.0,1143.0,1143,2005,2004.0,Gtl,NridgHt,CompShg,Gd,Unf,317000,1704,9591,2Story,8,2004,Y,2,1,4,Gd,2007,317000
1302,224.0,1.0,680.0,798,1998,1940.0,Gtl,Sawyer,CompShg,TA,Unf,165250,2068,6960,1.5Fin,7,1940,Y,1,1,2,Gd,2007,165250
1092,264.0,1.0,1092.0,1092,1966,1966.0,Gtl,Edwards,CompShg,TA,Unf,123000,1488,9825,1Story,5,1966,Y,1,0,3,TA,2008,123000
1188,621.0,2.0,988.0,1188,1956,1956.0,Gtl,Sawyer,CompShg,TA,Unf,185000,1391,14175,1Story,6,1956,Y,1,0,1,TA,2008,185000
1045,528.0,2.0,1045.0,1045,1962,1962.0,Gtl,NAmes,CompShg,TA,Unf,120000,2633,7400,1Story,7,1962,Y,1,0,3,TA,2006,120000
1093,484.0,2.0,1093.0,1093,1966,1966.0,Gtl,NWAmes,CompShg,TA,Unf,158500,1872,10738,1Story,6,1966,Y,2,0,3,TA,2007,158500
1640,520.0,2.0,798.0,798,2004,2004.0,Gtl,SawyerW,CompShg,Gd,Unf,173000,1138,8366,2Story,6,2004,Y,2,1,3,Gd,2008,173000
1224,462.0,2.0,0.0,1224,1962,1962.0,Gtl,NAmes,CompShg,TA,NONE,101800,1899,9842,1Story,4,1962,Y,2,0,2,TA,2007,101800
1135,576.0,2.0,560.0,575,2007,1971.0,Gtl,SWISU,CompShg,Gd,BLQ,155000,915,7200,2Story,7,1936,Y,1,0,3,Gd,2009,155000
1078,264.0,1.0,1054.0,1078,1950,1987.0,Gtl,OldTown,CompShg,TA,Unf,125000,660,10230,1Story,5,1925,Y,1,0,3,Ex,2009,125000
968,331.0,1.0,0.0,968,1956,1956.0,Gtl,OldTown,CompShg,TA,NONE,104500,2004,8626,1Story,4,1956,Y,1,0,2,TA,2007,104500
2224,738.0,3.0,1462.0,1462,2005,2004.0,Gtl,NridgHt,CompShg,Gd,Unf,350000,443,8834,2Story,9,2004,Y,2,1,4,Ex,2009,350000
1040,400.0,2.0,0.0,1040,1950,1949.0,Gtl,NAmes,CompShg,TA,NONE,93500,2627,8544,1Story,3,1950,N,2,0,2,TA,2006,93500
1790,588.0,2.0,873.0,882,1999,1999.0,Gtl,CollgCr,CompShg,Gd,Unf,193000,1438,9179,2Story,7,1999,Y,2,1,3,Gd,2008,193000
2555,672.0,2.0,588.0,1423,1994,1993.0,Mod,Crawfor,CompShg,TA,Unf,191000,1525,11526,2.5Fin,6,1922,Y,2,0,3,TA,2008,191000
813,270.0,1.0,813.0,813,2005,1932.0,Gtl,OldTown,CompShg,TA,Unf,110000,2644,5684,1Story,6,1930,Y,1,0,2,Gd,2006,110000
1872,531.0,2.0,1299.0,1299,2001,2001.0,Gtl,CollgCr,CompShg,Gd,Unf,261500,866,11885,2Story,8,2001,Y,2,1,3,Ex,2009,261500
1050,338.0,1.0,1050.0,1050,1956,1956.0,Gtl,NAmes,CompShg,TA,Unf,128900,620,9600,1Story,5,1956,Y,1,0,2,TA,2009,128900
3500,959.0,3.0,1733.0,1933,1994,1993.0,Gtl,NoRidge,CompShg,Gd,GLQ,584500,2451,17242,2Story,9,1993,Y,3,1,4,Ex,2006,584500
948,248.0,1.0,864.0,948,1954,1954.0,Gtl,Edwards,CompShg,TA,Unf,111000,2186,10215,1Story,4,1954,Y,1,0,3,TA,2007,111000
1316,576.0,2.0,750.0,960,1950,1965.0,Gtl,BrkSide,CompShg,TA,Unf,90000,2025,8550,1.5Fin,5,1926,Y,1,0,4,TA,2007,90000
2380,596.0,2.0,1021.0,1465,1979,1965.0,Gtl,NAmes,Tar&Grv,TA,Rec,129000,1916,18450,2Story,6,1965,Y,2,1,3,TA,2007,129000
1640,924.0,2.0,1296.0,1640,2006,1993.0,Gtl,Crawfor,CompShg,Gd,Unf,224000,1542,14778,1Story,6,1954,Y,1,0,3,Gd,2008,224000
1200,480.0,2.0,600.0,600,2005,2005.0,Gtl,Somerst,CompShg,Gd,Unf,165000,1163,3180,2Story,6,2005,Y,2,1,2,Gd,2008,165000
1324,180.0,1.0,662.0,662,1993,1920.0,Gtl,OldTown,CompShg,TA,Unf,122000,205,3068,2Story,6,1920,Y,1,0,3,TA,2010,122000
1564,502.0,2.0,1546.0,1564,2007,2007.0,Gtl,Timber,CompShg,Gd,Unf,267300,2261,8298,1Story,8,2006,Y,2,0,2,Ex,2007,267300
3140,820.0,3.0,1926.0,1966,2009,2009.0,Gtl,NridgHt,CompShg,Ex,Unf,485000,423,13518,2Story,9,2008,Y,3,1,4,Ex,2009,485000
2486,576.0,2.0,1595.0,1611,1962,1962.0,Gtl,OldTown,CompShg,TA,Unf,220000,2687,33120,1.5Fin,6,1962,Y,2,0,5,TA,2006,220000
1771,600.0,2.0,864.0,872,1997,1997.0,Gtl,CollgCr,CompShg,TA,Unf,215700,1436,13142,2Story,6,1997,Y,2,1,3,Gd,2008,215700
1836,862.0,3.0,1836.0,1836,2005,2004.0,Gtl,NridgHt,CompShg,Gd,Unf,280000,444,11362,1Story,8,2004,Y,2,0,3,Gd,2009,280000
1575,732.0,3.0,1603.0,1575,2004,2003.0,Gtl,NridgHt,CompShg,Gd,Unf,284000,1067,10845,1Story,8,2003,Y,2,0,2,Gd,2008,284000
630,0.0,0.0,630.0,630,1970,1978.7077955601446,Gtl,MeadowV,CompShg,TA,GLQ,84500,2290,1936,SFoyer,4,1970,Y,1,0,1,TA,2007,84500
1395,440.0,2.0,1395.0,1395,1984,1963.0,Mod,NAmes,CompShg,TA,LwQ,192000,168,9760,1Story,6,1963,Y,1,0,2,TA,2010,192000
1004,200.0,1.0,502.0,502,1950,1930.0,Gtl,OldTown,CompShg,TA,Unf,105000,2643,3960,2Story,7,1930,N,1,0,2,Gd,2006,105000
1836,484.0,2.0,1860.0,1836,2005,2004.0,Gtl,CollgCr,CompShg,Gd,Unf,216837,2802,9100,1Story,7,2004,Y,2,0,3,Gd,2006,216837
1496,450.0,2.0,1296.0,1496,1960,1960.0,Gtl,NAmes,CompShg,Fa,Unf,141500,1224,9600,1Story,5,1960,Y,2,0,3,Gd,2008,141500
894,450.0,2.0,894.0,894,2003,1967.0,Gtl,Sawyer,CompShg,TA,Unf,130000,1382,9764,1Story,5,1967,Y,1,0,3,Gd,2008,130000
1040,0.0,0.0,1040.0,1040,1978,1978.7077955601446,Mod,CollgCr,CompShg,TA,Unf,124000,853,8430,1Story,5,1978,Y,2,0,3,TA,2009,124000
1828,473.6717073170732,1.7765853658536586,859.0,942,1999,1978.7077955601446,Gtl,IDOTRR,CompShg,TA,Unf,150909,2237,9060,2Story,5,1923,Y,2,0,3,Gd,2007,150909
1008,280.0,1.0,1008.0,1008,2003,1952.0,Gtl,NAmes,CompShg,TA,Unf,139500,2585,12778,1Story,5,1952,Y,1,0,2,TA,2006,139500
864,528.0,2.0,864.0,864,1955,1996.0,Gtl,Edwards,CompShg,TA,Unf,79275,2193,8172,1Story,4,1955,Y,1,0,3,TA,2007,79275
1484,472.0,2.0,1476.0,1484,2006,2006.0,Gtl,Timber,CompShg,Gd,Unf,265900,2262,9037,1Story,8,2006,Y,2,0,2,Ex,2007,265900
790,160.0,1.0,768.0,790,1950,1925.0,Gtl,SWISU,CompShg,TA,Unf,91000,1528,6292,1Story,6,1930,N,1,0,2,TA,2008,91000
1934,567.0,2.0,1122.0,946,1977,1977.0,Gtl,Gilbert,CompShg,TA,Unf,185000,370,11900,2Story,5,1977,Y,2,1,3,TA,2009,185000
1150,300.0,1.0,1150.0,1150,1959,1959.0,Gtl,NAmes,CompShg,TA,BLQ,141000,2629,7945,1Story,5,1959,Y,1,0,3,TA,2006,141000
2152,728.0,2.0,1582.0,1582,2008,2007.0,Gtl,NridgHt,CompShg,Gd,Unf,260116,1703,16659,2Story,8,2007,Y,2,1,3,Gd,2007,260116
672,234.0,1.0,672.0,672,1950,1941.0,Gtl,Edwards,CompShg,TA,Unf,113000,793,9340,1Story,4,1941,Y,1,0,2,TA,2009,113000
1511,811.0,3.0,1401.0,1511,1995,1995.0,Gtl,SawyerW,CompShg,Gd,Unf,225000,1429,11454,SLvl,8,1995,Y,2,0,3,Gd,2008,225000
793,240.0,1.0,793.0,793,1950,1945.0,Gtl,NAmes,CompShg,TA,Unf,113000,648,8480,1Story,5,1945,Y,1,0,2,Fa,2009,113000
1096,352.0,1.0,1008.0,1096,1975,1975.0,Gtl,Edwards,CompShg,TA,Unf,125200,279,6305,SLvl,6,1975,Y,1,0,3,TA,2010,125200
2100,786.0,3.0,918.0,958,2007,2007.0,Gtl,NridgHt,CompShg,Ex,Unf,319500,1705,9709,2Story,8,2007,Y,2,1,3,Ex,2007,319500
1558,288.0,1.0,913.0,1048,1950,1962.0,Gtl,NAmes,CompShg,TA,Unf,140000,1257,10930,1.5Fin,5,1945,Y,1,1,3,TA,2008,140000
1650,518.0,2.0,1632.0,1650,1958,1958.0,Mod,Timber,Tar&Grv,TA,Unf,250764,2894,50102,1Story,6,1958,Y,1,0,2,TA,2006,250764
2088,656.0,3.0,948.0,948,2007,2007.0,Gtl,NridgHt,CompShg,Ex,Unf,250000,1062,8899,2Story,8,2007,Y,2,1,4,Gd,2008,250000
1536,400.0,2.0,768.0,768,2006,2005.0,Gtl,Gilbert,CompShg,Gd,Unf,176000,1729,10237,2Story,6,2005,Y,2,1,3,Gd,2007,176000
1721,464.0,2.0,1331.0,1721,1969,1957.0,Gtl,NAmes,CompShg,TA,Rec,174850,1925,9736,1Story,6,1957,Y,1,0,4,TA,2007,174850
1548,440.0,2.0,804.0,804,1978,1978.0,Gtl,NPkVill,CompShg,TA,Unf,147000,415,2364,2Story,6,1978,Y,2,1,3,TA,2009,147000
918,264.0,1.0,918.0,918,1979,1979.0,Gtl,SawyerW,CompShg,TA,Unf,99500,78,7892,1Story,6,1979,Y,2,0,2,TA,2010,99500
2690,864.0,3.0,1365.0,1365,2009,2009.0,Gtl,NridgHt,CompShg,Gd,Unf,398800,428,12350,2Story,9,2009,Y,2,1,3,Ex,2009,398800
1647,460.0,2.0,953.0,953,2000,1999.0,Gtl,Gilbert,CompShg,TA,Unf,175000,1756,7917,2Story,6,1999,Y,2,1,3,TA,2007,175000
825,350.0,1.0,825.0,825,1954,1954.0,Gtl,NAmes,CompShg,TA,Unf,109500,1280,7200,1Story,5,1954,Y,1,0,2,TA,2008,109500
1657,484.0,2.0,1657.0,1657,1970,1970.0,Gtl,NAmes,CompShg,TA,Unf,163500,1928,12155,1Story,6,1970,Y,2,0,3,TA,2007,163500
788,0.0,0.0,788.0,788,1950,1978.7077955601446,Gtl,BrkSide,CompShg,TA,Unf,100000,2671,7446,1Story,4,1941,Y,1,0,2,TA,2006,100000
2826,888.0,3.0,1334.0,1520,1993,1992.0,Mod,NoRidge,CompShg,Gd,Unf,334000,2501,11025,2Story,8,1992,Y,2,1,3,Gd,2006,334000
864,280.0,1.0,864.0,864,1968,1969.0,Gtl,Sawyer,CompShg,TA,Unf,137250,225,7832,1Story,5,1968,Y,1,0,2,TA,2010,137250
2462,576.0,2.0,1392.0,1392,2006,2006.0,Gtl,Gilbert,CompShg,Gd,Unf,320000,2317,19378,2Story,7,2005,Y,2,1,4,Gd,2006,320000
1287,576.0,2.0,1063.0,1287,2006,1997.0,Gtl,NAmes,CompShg,TA,Rec,162000,160,9830,1Story,5,1959,Y,1,0,3,Gd,2010,162000
1478,484.0,2.0,1470.0,1478,2009,2009.0,Gtl,Somerst,CompShg,Ex,Unf,222000,100,4403,1Story,7,2009,Y,2,1,2,Gd,2010,222000
1342,393.0,2.0,698.0,698,2003,2003.0,Gtl,Gilbert,CompShg,Gd,Unf,178000,482,8174,2Story,7,2003,Y,2,1,3,Gd,2009,178000
804,240.0,1.0,788.0,804,1992,1940.0,Gtl,OldTown,CompShg,TA,Unf,119000,177,7200,1Story,5,1940,Y,1,0,2,Gd,2010,119000
1812,264.0,1.0,864.0,876,1962,1962.0,Gtl,NAmes,CompShg,TA,Unf,169500,1971,7590,2Story,5,1962,Y,2,0,4,TA,2007,169500
2256,554.0,2.0,952.0,980,2000,2000.0,Gtl,Gilbert,CompShg,Gd,Unf,236000,484,8795,2Story,7,2000,Y,2,1,4,Gd,2009,236000
1648,525.0,2.0,1596.0,1648,2008,2007.0,Mod,Crawfor,CompShg,Ex,Unf,294464,1561,3843,1Story,8,2007,Y,2,0,2,Ex,2008,294464
2112,576.0,2.0,952.0,1092,1969,1969.0,Gtl,NAmes,CompShg,TA,LwQ,206900,992,11075,2Story,6,1969,Y,2,1,4,TA,2008,206900
2084,618.0,2.0,956.0,956,2004,2004.0,Gtl,SawyerW,CompShg,Gd,Unf,233000,73,10142,2Story,7,2004,Y,2,1,4,Gd,2010,233000
1032,280.0,1.0,1032.0,1032,1950,1995.0,Gtl,OldTown,CompShg,TA,Rec,108000,2646,7741,1Story,6,1924,N,1,0,2,TA,2006,108000
1470,420.0,2.0,680.0,680,1996,1995.0,Gtl,Gilbert,CompShg,TA,Unf,165000,994,8139,2Story,6,1995,Y,2,1,3,TA,2008,165000
1040,748.0,2.0,1040.0,1040,1977,1977.0,Gtl,CollgCr,CompShg,TA,Unf,134900,2138,8982,1Story,5,1977,Y,1,1,3,TA,2007,134900
884,240.0,1.0,884.0,884,1950,1939.0,Gtl,BrkSide,CompShg,Gd,Unf,113000,2013,6120,1.5Unf,5,1939,Y,1,0,2,TA,2007,113000
1097,242.0,1.0,1097.0,1097,1996,1996.0,Mod,CollgCr,CompShg,TA,Unf,147900,2126,16561,1Story,5,1996,Y,1,1,3,TA,2007,147900
864,0.0,0.0,864.0,864,1950,1978.7077955601446,Gtl,Edwards,CompShg,TA,Unf,99900,898,4060,1Story,5,1922,Y,1,0,2,TA,2009,99900
1456,460.0,2.0,855.0,855,1975,1975.0,Gtl,NPkVill,CompShg,TA,LwQ,143000,1048,2308,2Story,6,1975,Y,2,1,4,TA,2008,143000
1176,528.0,2.0,816.0,816,1950,1985.0,Gtl,BrkSide,CompShg,TA,Unf,114500,2676,6240,1.5Fin,6,1934,Y,1,0,3,TA,2006,114500
941,288.0,1.0,912.0,941,1967,1967.0,Gtl,Sawyer,CompShg,TA,Unf,129200,2498,8789,1Story,5,1967,Y,1,0,3,TA,2006,129200
1652,482.0,2.0,1600.0,1652,2008,2008.0,Mod,Crawfor,CompShg,Ex,Unf,392500,1560,5587,1Story,8,2008,Y,2,0,2,Gd,2008,392500
2340,252.0,1.0,1152.0,1188,2006,1941.0,Gtl,Crawfor,CompShg,Ex,Unf,266500,296,9042,2Story,7,1941,Y,2,0,4,Gd,2010,266500
1382,396.0,2.0,384.0,751,1998,1998.0,Gtl,Gilbert,CompShg,Gd,Unf,177500,354,8923,SLvl,7,1998,Y,2,1,3,TA,2009,177500
1008,384.0,1.0,1008.0,1008,1968,1968.0,Gtl,Mitchel,CompShg,TA,Unf,139500,970,12518,1Story,5,1968,Y,1,0,3,Gd,2009,139500
1396,440.0,2.0,608.0,608,2007,2007.0,Gtl,CollgCr,CompShg,Gd,Unf,170000,884,11069,2Story,6,2007,Y,2,1,3,Gd,2009,170000
2154,539.0,2.0,845.0,845,1997,1964.0,Gtl,NAmes,CompShg,TA,Unf,224500,1894,8800,2Story,6,1964,Y,2,1,5,TA,2007,224500
2400,730.0,3.0,1082.0,1105,2004,2003.0,Gtl,NridgHt,CompShg,Gd,Unf,290000,450,13262,2Story,8,2003,Y,3,1,4,Gd,2009,290000
1818,240.0,1.0,1040.0,1226,1950,1951.0,Gtl,IDOTRR,CompShg,TA,Unf,169500,2031,7758,1.5Fin,7,1931,Y,1,1,4,TA,2007,169500
1710,550.0,2.0,1710.0,1710,2005,2004.0,Gtl,Mitchel,CompShg,Gd,Unf,240000,949,12118,1Story,7,2004,Y,2,0,3,Gd,2009,240000
1150,288.0,1.0,1078.0,1150,1955,1955.0,Gtl,NAmes,CompShg,TA,Unf,144000,1907,9600,1Story,5,1955,Y,1,0,2,TA,2007,144000
1977,540.0,2.0,816.0,1127,1978,1964.0,Gtl,NAmes,CompShg,TA,Unf,165000,1906,9500,2Story,6,1964,Y,1,1,4,TA,2007,165000
1332,542.0,2.0,1332.0,1332,1991,1990.0,Gtl,SawyerW,CompShg,Gd,Unf,145000,549,7175,1Story,6,1990,Y,2,0,2,Gd,2009,145000
1298,504.0,2.0,1250.0,1298,1964,1964.0,Gtl,Edwards,CompShg,TA,Unf,114000,243,11200,1Story,5,1964,Y,2,0,3,TA,2010,114000
1973,895.0,3.0,1935.0,1973,2006,2006.0,Gtl,NridgHt,CompShg,Gd,Unf,395000,1697,14226,1Story,8,2006,Y,2,0,3,Gd,2007,395000
1092,440.0,2.0,525.0,525,1973,1973.0,Gtl,BrDale,CompShg,TA,Unf,105500,2365,2760,2Story,6,1973,Y,1,1,3,TA,2006,105500
1916,741.0,3.0,1049.0,1036,1999,1998.0,Gtl,Mitchel,CompShg,Gd,Unf,254900,310,11050,2Story,8,1998,Y,2,1,3,Gd,2010,254900
1238,357.0,1.0,864.0,1238,1950,1950.0,Gtl,NAmes,CompShg,TA,Unf,102000,1961,7200,1Story,5,1950,Y,1,1,3,TA,2007,102000
1840,622.0,2.0,944.0,944,2001,2001.0,Gtl,CollgCr,CompShg,Gd,Unf,230000,849,12420,2Story,7,2001,Y,2,1,3,Gd,2009,230000
1513,180.0,1.0,939.0,939,2004,1933.0,Gtl,BrkSide,CompShg,TA,Unf,137500,2018,6120,2Story,5,1920,Y,1,1,4,TA,2007,137500
1143,288.0,1.0,1008.0,1143,1983,1992.0,Gtl,BrkSide,CompShg,Gd,BLQ,138000,1328,7111,1Story,5,1928,Y,1,0,2,TA,2008,138000
1338,576.0,2.0,520.0,1338,1983,1983.0,Gtl,SawyerW,CompShg,Gd,GLQ,156500,801,19255,SLvl,6,1983,Y,1,1,2,Gd,2009,156500
864,463.0,2.0,864.0,864,1970,1994.0,Gtl,NAmes,CompShg,TA,Unf,124500,400,8120,1Story,4,1970,Y,1,0,3,TA,2009,124500
1969,534.0,2.0,808.0,1161,1977,1977.0,Gtl,NWAmes,WdShake,TA,Unf,190000,1650,11952,2Story,7,1977,Y,2,1,3,TA,2007,190000
